key,source,target
Content/1619010142,"通称：
骇鸟
物种：骇鸟科
时代：古新世晚期
食性：食肉
性情：好战

野生
骇鸟有大约8-12英尺高，它是一种很好战的鸟类。它几乎无法完成极短的飞行，相反，它主要用它的翅膀来使自己高速冲刺时保持平衡。骇鸟的飞行其实很接近持续跳跃或者滑翔，它利用拍击翅膀帮助并延长这一行动。

骇鸟有些与兽脚类动物(如迅猛龙，食肉牛龙，暴龙)相关的有趣特点。它有许多类似的特点，比如大致的长相捕食模式，但它的攻击更倾向于闪电般的冲刺和跳跃攻击。

家养
骇鸟是一种出色的战斗坐骑，尤其适合骚扰和侦查工作。骑手既可以从骇鸟身上获得快速陆行兽脚类动物的优势，也可以从它身上获得飞行的自由——如果你可以哄骗骇鸟在长距离跳跃时停留在半空中的话。",
Content/1331268167,"通称：
镰刀龙
物种：镰刀龙种
时代：白垩纪晚期
食性：草食
性情：好战

野生
我不太确定镰刀龙是怎么在岛上繁衍的。以它的体型来说，它惊人的慢，并且它还是一种独居生物(因此没有族群来援助它们)。我估计镰刀龙那可以匹敌暴龙的绝对力量，是这种中等体型的好战草食恐龙在岛上兴旺的唯一原因。

镰刀龙的爪子是我见过最万能的生物工具，这种爪子既擅长从镰刀龙的行进道路上移除树木和植物，也能够在战斗时刺穿岛上防御力最强的生物的厚壳和兽皮。

家养
一头驯化的镰刀龙是生存者能获得的最万能的坐骑之一。它们可以被训练粗暴的或精细的使用它的爪子，这使得骑手能够以不寻常的高效率收获他所需要的那种资源。并且在战斗中，这种爪子能够刺穿最坚硬的盔甲。这种灵活的使用方式弥补了它无法像很多草食驼货生物那样携带很多东西的特点。",
Content/3361637201,"通称：
袋狮
物种：袋狮科
时代：上新世晚期-更新世晚期
食性：食肉动物
性情：好战


野生
袋狮是一种强大的大型有袋类动物，主要在树林中捕猎。它的长爪和半相对的脚趾使它成为熟练的攀爬者。在捕猎时，袋狮会利用这种特性。它会爬上树木等待并猛扑过去伏击路过的动物。当这么大的生物跳到目标的身上，目标就会被击晕并且没多少生存机会。

　袋狮最值得注意的战斗能力是它强大的下颚。当它撕咬猎物时，它会用钢铁般的抓力锁住自己的下颚并控制住大多数小型生物。然后袋狮会继续用它锋利的爪子猛烈攻击猎物。如果它需要逃离渣都，袋狮会用它充满肌肉的后腿跳回到树林中的安全地带。


家养

袋狮是一种一般强大的坐骑，并且它攀爬树木的能力使它对横越障碍物非常有帮助，因此发展中的部落经常会驯化它。小型的劫掠部队尤其喜欢袋狮，这是因为它非常适合伏击和不公平的战斗！",
Content/1714919316,"通称：
泰坦巨蟒
物种：泰坦巨蟒目
时代：古新世
食性：食肉动物
性情：攻击型

野生
这种泰坦巨蟒金生活在岛上的黑暗洞穴中，他是一种喜欢寒冷黑暗的岩石地区的好战生物。这种极其巨大的蛇虽然属于泰坦巨蟒属，却不会像大多数巨蟒那样缠紧猎物。我相信这种习性也许是它们与大型昆虫共存的结果。然而，泰坦巨蟒的毒牙可以有效的麻痹比自身体型更大的生物。

泰坦巨蟒养成了和岛上的洞穴动物奇怪的共存关系。

泰坦巨蟒对麻痹毒药免疫，且无法刺穿昆虫的坚硬甲壳，因此这种生物学会了共存。它们甚至常常一起猎杀大型猎物。

家养
泰坦巨蟒似乎对麻痹毒药免疫，因此基本上没有可能弄晕泰坦巨蟒。由于这项重要步骤无法完成，我认为泰坦巨蟒无法被驯化。",
Content/2267369909,"通称：
巨型蚂蚁
物种：泰坦巨蚁种
时代：古近纪
食性：食肉
性情：地盘意识

野生
泰坦巨蚁是岛上较小的生物之一；当你意识到它和狗一样大的时候，你一定会感到害怕。 

作为一种有着蜂巢思维的食肉动物，泰坦巨蚁对人类及他们的生物伙伴有很强的侵略性。当被攻击或是威胁时，它会分泌出一种化学物质来警告大范围内的所有泰坦巨蚁来帮助它和入侵者战斗。

尽管体型较小，泰坦巨蚁仍然可以算得上是一种威胁，因为它们的撕咬可以释放出一种从它们下颌制造的毒液，这种毒液会造成耐力的流失，从而阻止逃跑以及增加失去意识的机会。

我看到过两种泰坦巨蚁：雄蚁和兵蚁。雄蚁较小，更快且陆生，它们为族群采集。兵蚁更大，更慢并且有翅膀，它们负责保卫族群。如果泰坦巨蚁和其他群居昆虫类似，那么它们中一定有蚁后，但我目前还没见过这一变种。

家养
由于泰坦巨蚁的群居特性，我在岛上还没有看到过任何成功驯化的例子。对于独狼来说，可以很容易从落单的泰坦巨蚁身上剥取少量珍贵自然资源之一的甲壳。",
Content/649658375,"通称：
泰坦龙
物种：泰坦龙目
时代：白垩世晚期
食性：食草动物
性情：被动型，除非有人接近


今天，我目睹了一个难忘的景象：极其罕见的泰坦龙。泰坦龙像一座会移动的大山，它是一只全身长满骨突甲板的巨大的蜥脚类动物。

因为泰坦龙的全身甲板和巨大体型，人类很难解决它。此外，泰坦龙似乎完全不受任何麻醉效果的影响。它们每走一步都常常会不经意间踩到附近的生物。

虽然大多数蜥脚类动物都无视非敌对生物，但是一旦有生物踏入泰坦龙的领域，它就会变得极具攻击性。这可能是泰坦龙为了保护其找到的所有植物类口粮的本能反应。是泰坦龙经常进食，这当然有助于迅速恢复生命值。甚至在泰坦龙击退各种食肉动物，如南方巨兽龙之后，它也可以迅速恢复生命值。

家养
如果有种生物特别巨大，那它一定是泰坦龙。你几乎看不到只载有一个马鞍和一个骑手的泰坦龙：它巨大的体型可以有效地携带一个堡垒，防御掩体，以及一个小型动物园。虽然泰坦龙可以被驯化，但人们相信这一过程会让泰坦龙绝食至死。",
Content/3885723710,"通称：
三角龙
物种：三角龙属
时代：白垩纪晚期
食性：草食
性情：易怒

野生
这种三角龙显然是三角龙属和戟龙属的混种。它既有三角龙属的三角头盾，也有戟龙属那明显的带角头骨边缘。

三角龙一般来说是非常温顺的食草动物，但它在被激怒后也会变得极其好战。三角龙会以难以置信的偏执来追逐可能的捕食者(和偷蛋贼)。 

我曾经看到三角龙对岛上的暴龙有极其敌意的反应，并一起攻击暴龙。即使它们并不快，但当它们抱团时仍是致命的。

家养
三角龙对于骑恐龙的人来说是很常见的坐骑，它既适合作为驼货生物又适合作为战斗恐龙。三角龙的头骨很适合抵挡前方的攻击，并且它的冲刺非常有威胁。

它还能通过用角从树叶上切下水果来获取大量的资源，这使它成为小部落非常有用的工作伙伴。",
Content/1327431527,"通称：
伤齿龙
物种：伤齿龙科
时代：白垩纪晚期
食性：食草动物
性情：夜间好战，白天小心翼翼


野性
　伤齿龙也许是岛上除人类外最聪明的生物了，它学习速度难以置信地快。它可以比其他生物(包括人类)更快地获得有意义的经验，并且它的社交天性还让它可以教导同伴，使它们也变得更聪明！

如果说伤齿龙的聪慧还不足以使它变得可怕，那么它的战术和生物特性应该能确保这一点。它喜欢在我们最脆弱的夜晚成群狩猎，并把人类当做自己的主要猎物。这种大胆举动尤其危险，因为伤齿龙的锯状牙齿上的毒液可以吸干任何生物身上的耐力并直接使人类麻痹。

　　万幸的是，伤齿龙相当小。如果伤齿龙再大一点的话，它也许会变成这个生态系统中的支配生物。

家养
　　我一开始以为伤齿龙无法被驯化直到我最终看到一位独行者带着它。她告诉我她让“小伤”猎杀一些部落的小型生物作为锻炼，然后它最终就开始跟随她了。看样子虽然伤齿龙太聪明了以致于无法生搬硬套“麻醉-喂食”的方法，但你可以通过提供它猎食的机会来逐渐获得它的忠诚。从那以后，我对一群极其聪明，为战斗而生的伤齿龙给那些勇敢地赢得这种聪明的食肉动物信任的部落带来的利益而惊叹。",
Content/3387491624,"通称：
托斯特巨鱿
物种：托斯特巨鱿种
时代：白垩纪
食性：食肉
性情：好战

野生
托斯特巨鱿是一种非常好战的水生捕食者。它大约30英尺长，可以说是深海的恐怖。一旦被它抓住猎物，托斯特巨鱿就会用它触手上的爪子来吸取并抽干猎物的血液，从而使猎物慢慢屈服！

有很多原因使托斯特巨鱿成为一个可怕的猎手。首先，它的抓取会缓慢的使受害者失去意识，因此死亡反而是最不值得关心的。其次，即使是在战斗中，它吸血鬼似的抽血也会使它逐渐恢复生气。最后如果托斯特巨鱿输掉了战斗，它还会在周围喷吐墨汁云，弄瞎攻击者然后掩护它逃跑。

家养
驯化托斯特巨鱿最大的好处就是收集它的墨汁。不像普通的墨汁，托斯特巨鱿的墨汁非常细腻，甚至可以被精炼成汽油等燃料。除此以外，托斯特巨鱿与众不同的在水下抓取大型生物的能力使它很适合用来驯化海洋生物，即使它非常的慢。",
Content/125638207,"通称：
披毛犀
物种：披毛犀属
时代：上新世晚期-更新世晚期
食性：草食
性情：友好

野生
披毛犀是一种友善的食草动物，常见于岛上的冻土和草原上。它是一种又大又危险的生物，但它似乎相当信任在它周围的动物群系。一旦它被攻击，披毛犀会冲向它的对手。它会在冲刺中积累动能，取决于它的最终撞击速度，冲刺威力会很可怕。如果有足够的空间给它冲刺，它甚至可以在一击中刺穿最大型的生物！

即使披毛犀很强大，许多部落仍会因为它们提供的独特资源而捕猎它们。披毛犀的角可以被研磨成一种高刺激性粉末，而它的厚毛皮可以用来制作很多隔离外套，这使得披毛犀的需求量很大。即使不强大的部落也会不顾极高的危险用一群人来捕猎它。

家养
如果不是为了披毛犀的角而猎捕它的话，披毛犀可以成为出色的驮货生物。如果有足够的空间，它可以对付比它大得多生物的能力和它相当大的负重，使它对于任何贸易团队或者采集探险队来说都是可靠的帮手。",
Content/1359898939,"通称：
羽暴龙 
物种：残暴羽王龙
时代：白垩纪
食性：肉食性动物
性情：好战


野生
　残暴羽王龙被认为是霸王龙的亲戚，但是乍看显然大不相同。在相同情况下与其他兽脚类恐龙相比，有羽生物未必是危险的掠食者。而进入恐袭状态的羽王龙甚至可说是岛上最娴熟的猎人。

　　鲜有掠食者像羽王龙这样，能够与不怀好意的食肉牛龙轻易地并肩协作。这也是我所见过的唯一一种能够通过咆哮引发持续恐慌的生物。为了活命，大部分的生物听闻皆会仓皇逃命。

家养
驯服后的羽王龙可作为强大的战争武器或作为护卫。凭借它的怒吼，它可以引发敌对生物内心深处的恐惧。同时，羽王龙亦能提高己方及同盟的士气和决心，抵消敌方试图引发恐慌的战吼。这些独有的领导品质使羽王龙游刃有余。又是在大规模战争中己方最重要的生物。",
Content/409553080,"Common name:
Tusoteuthis
Species: Tusoteuthis vampyrus
Time: Cretaceous
Diet: Carnivore
Temperament: Aggressive

Wild
Tusoteuthis vampyrus is a very aggressive water捕食者。大约30英尺长的Tusoteuthis是深处的恐怖。一旦抓住了猎物，它便慢慢地将其挤入了屈服，同时使用触手上的爪子卷入并喝了受害者的血！首先，它的抓住逐渐使受害者失去知觉，因此死亡并不是唯一的问题。其次，即使在战斗期间，它的吸血鬼血液流失也会立即振兴它。最后，如果Tusoteuthis失去了战斗，它将墨水喷入周围的水中，使攻击者蒙蔽了偷偷摸摸的逃生。它的墨水。与普通墨水不同，Tusoteuthis的墨水非常油性，甚至可以将其精炼成汽油等燃料。在这与Tusoteuthis在水下抓住和携带大型生物的独特能力之间，尽管速度较慢，但​​它还是出色的水生驯服。",
Content/3968233631,"通称：
双型齿翼龙
物种：双型齿翼龙目
时代：侏罗纪早期
食性：食肉动物
性情：反应型

野性双型齿翼龙又是一种岛上的“双重人格”生物。通常来说是它被动攻击型，有的时候甚至相当友好。然而一旦被激怒，它就会相当富有攻击性，即便是面对那些一看就没有胜算的大型生物，也是不死不休。得益于自身大型的骨骼和牙齿，双型齿翼龙通常能快速解决体型小一些的对手。

双型齿翼龙身长还不足一米，本应处于食物链的底层，然而它那令人难以置信的速度和出乎意料的强劲咬力使得其相当危险，尤其是进行群体攻击的时候。

一群愤怒或是饥饿的双型齿翼龙可以狩猎数倍于他们体积的猎物，所以生存者们需要注意不要在它们群聚时进行狩猎。

家养
双型齿翼龙是岛屿上容易被驯化成伙伴的生物之一。但其在战斗中的用途已经相当清晰：它会以大群规模直接找寻敌对的恐龙骑手，无尽地搅扰他们，而不在意对手骑行的究竟是怎样强大的生物。",
Content/1093748518,"通称：
毒蜥 
物种：轩辕帝蟒
时代：未知
食性：肉食性动物
性情：好战



野生
轩辕帝蟒是我见过的最大,最致命的蛇类，甚至比饰纹泰坦蟒还大两倍左右。轩辕帝蟒长着一个比蛇更像龙的脑袋，并且拥有强大的咬力和滴淌着更致命的毒液的毒牙。

其头骨独特的形状使帝蟒拥有一种别的蛇类做不到的技能：遁地。一旦钻进地下，他只需要在地下守株待兔。幸运的是它分叉的尾巴仍然肉眼可见，只是被埋在土里边而已。

家养
而神奇的是，生存者们不但能驯服轩辕帝蟒，还能把它骑在胯下。有的人甚至还能骑着帝蟒埋伏在地下，尽管我怀疑这只是一次愉快的经历。野生的轩辕帝蟒只会被动地躲避火灾或爆炸，而驯化的帝蟒却能轻易地训练埋伏在地下或者在地上待命等技能。",
Content/749146366,"通称：
堕落者
物种：各式各样
时代：后全新世
食性：各式各样
性情：极具攻击性

野性
即使在最致命的时候，也没有什么比大自然更美的了。然而只有让大自然顺其自然，不受干扰或入侵，这种美才会存在。可悲的是，这里的情况并非如此。这些可怜的生物已经被一种外部力量感染和扭曲了。

我已经看到元素如何以小的、间接的剂量改变一个物种的进化轨迹，但这远远超出了这个范围。在这些动物体内生长的元素已经控制了它们的思想，使它们变得疯狂。它们像一个整体一样行动，蹂躏着它们路上的一切，并经常把自己推到身体的极限之外。

我们发现它们对元素有第六感，偶尔也会利用这一点对我们有利。否则，它们就是一个无情的、贪婪的种群。

家养
在我的坚持下，我们曾多次尝试从这些无助的野兽身上清除腐败，但都无济于事。每次我们不得不击退它们时，我的心里就会感到一阵内疚，但对它们来讲可能死亡会更轻松吧.
",
Content/71325471,"通称：
死亡蠕虫
物种：阿莱克斯死亡蠕虫
时代：未知
食性：肉食性
性情：领地性极强


野生

当地人通常把巨型阿莱克斯死亡蠕虫称为 ""死亡之虫""，尽管我不确定它是否真的是一种虫子。它与一些水生的分节虫有一些相似之处，但它的生物学特性似乎与环形动物门的其他生物不一致。

然而，它的名字中的 ""死亡 ""部分再合适不过了。死亡蠕虫毫无疑问是这片沙漠的顶级掠食者。它将吞噬任何敢于踏入无尽沙丘的东西，无论其大小或凶猛程度如何。

　死亡蠕虫大部分时间都把自己埋在沙地里面，仅仅在吞下猎物的时候才会蹦出沙面。除非它的第一次攻击失手了，人们才有可能在死亡蠕虫攻击下幸存，因为这时死亡蠕虫会暂时失去行动能力。理论上，这提供一个逃脱其领地的短暂机会。而我则不会指望有这种运气。

家养
　　尝试驯化死亡蠕虫的人几乎一定会以死亡收场。任何在沙漠中的生存者应该竭尽全力避开死亡蠕虫。""",
Content/2647432523,"通称：
荒漠毒蛾
物种：射孢荒漠毒蛾
时代：全新世
食性：食草动物
性情：逃避


野生
与其他蝶类蛾类一样，射孢荒漠毒蛾通过吸食蔬菜和植物的汁液生存在荒漠之中，鉴于地区限制，它的进食选择也十分有限，幸运的是，它和荒漠植物已经形成了共生关系。除了传粉，它喷射孢子也有利于滋养植物，使它们在严酷沙漠中茁壮成长。
受到攻击时，平常行动缓慢的荒漠毒蛾会立刻升空，径直飞离的同时喷射孢子。这些剧毒孢子对大多数植物来说营养丰富，对大部分动物来说却是剧毒无比。

家养
荒漠毒蛾偶尔被用作单人坐骑，但比起缓慢的飞行速度，它的蚕丝和喷孢的能力通常被认为更有价值。它的蚕丝可以用于编制利于散热的丝绸，它的孢子可以用于滋养植物的肥料或者毒药。荒漠毒蛾作为一个坐骑的可取之处就在于它们能够在飞行的过程中喷射孢子，这就造就了一个原始的生物轰炸机。""",
Content/1128533904,"通称：
嘎查
物种：大结晶树妖
时代：后全新世
食性：杂食性动物
性情：温顺

野生
作为一个温和的巨人，大结晶树妖整天都在它称之为家的密林中觅食，尽管它很少需要看得很远。由于其非凡的消化系统，大结晶树妖不仅可以吃任何东西，而且还可以将食物残渣变成珍贵的资源山。

大结晶树妖不产生排泄物，而是在背上长出闪闪发光的晶体，当它们长到足够大时就会掉下来。打碎这些晶体可以获得珍贵的资源，因为大结晶树妖在某种程度上能够将它所吃的材料转化为完全不同的东西。

我们的一名飞行员把这个过程比作他在日本长大的记忆中的扭蛋机，我猜嘎查这个名字就这样被记住了。

家养
虽然它的晶体使大结晶树妖无法穿上传统的马鞍，但如果它的骑手愿意坐在挂在大结晶树妖脖子上的篮子里，那么他们会发现它的长爪子很适合用来开采资源。不过就个人而言，我还是会为了结晶留一只在身边。免费的扭蛋，这些结晶在夜里发光的样子, 感觉在篮子里坐着而出现晕车感也能挺过去了。",
Content/1002733761,"通称：
气囊虫
物种：气囊猫面棘甲熊虫
时代：后全新世
食性：杂食性动物
性情：被动


野生
　　一直以来，人们都在设想如果地球发生大灾变，能够活到最后的一定是缓步动物门的生物，所以在某种程度上，气囊猫面棘甲熊虫的存在完全是可以理喻的。然而它的尺寸和行动方式呢？估计没什么人能猜到。

　　气囊熊虫在战斗中缓慢而笨重，所以在这末世生存下去，它选择了飞行。首先，它会像气球一样迅速膨胀，这个过程能够相对持久但是会导致减速。然后通过腹部一系列肌肉工作将气体迅速排出，利用排出的气体将自己发射到空中的，这种方式同时也能减缓降落的速度。

　　是的，就是这种听上去很不可能的方式，但是气囊熊虫确实能够充分地利用它的膨胀性。除了跳跃，它还能利用储存起来的气体驱赶侵略者，甚至还可以帮助自己浮在水面上。


家养
在战斗中，气囊熊虫是一只弱小的坐骑；但在运输作业中，它却是个了不起的驮兽。它背部的毛发让骑手能够在不使用鞍，并且携带着不计其数的重物的情况下很好的驾驭它。不要小看它，就只是一支熊虫组成的小车队，不一会就能满载着大量资源和货物淹没我们了。",
Content/1999987752,"通称：
壶虫
物种：壶虫
时代：全新世
食性：食草动物
性情：被动

野生
壶虫是一种能够快速飞行的昆虫. 壶虫有两个品种，视觉上的区别只在于其外骨骼上的红色或绿色标记。在生物学和行为学上，它们实际上是一样的。两者之间唯一真正的区别是它们在背上的可膨胀袋中收集的资源。有绿色标记的壶虫收集水，而有红色标记的壶虫收集油。

这种特殊的能力使壶虫成为 这片荒漠的捕食者和人类共同的目标。在紧急的情况下找到绿色的壶虫可能会救你一命，而生存者也可以将红色壶虫收集的油用于多种用途。

驯化
就像岛上的许多昆虫一样，壶虫不能被驯化。除了猎杀它时获得的资源外，生存者不会发现它的任何用途。",
Content/1729339365,"通称：
玛纳加尔姆
物种：寒风飞龙
时代：后全新世
食性：肉食性动物
性情：好战


野生
种种迹象表面，寒风飞龙可能与晦暗岩龙有着直接联系。它们的体型，步态与行为方式都极其相似。然而，当晦暗岩龙还在洞穴飞檐走壁时，寒风飞龙似乎进化出了更令人瞠目结舌的方式。

　　在它的后足中部，寒风飞龙的骨骼形成了一个中空的""气缸""，而这个充满爆炸性气体的""气缸""则能够起到一个喷气室的作用。一旦引燃，这种气体能够将它向上推进，让它能够在空中实现多重跳跃。从此，它就可以在""气缸""中缓慢的加热实现盘旋，或者追击猎物。

　　就像嗜血飞龙的变种之一——寒冰飞龙一样，寒风飞龙亦可以通过它冰冷的龙息减缓敌人的步伐——尽管它能够退远一步冻结猎物。造成这种能力的原因有可能是因为它习惯于苔原的生活，而不是像它的沙漠表亲一样。

家养
寒风飞龙作为一个坐骑能够携带多名成人而不用担心失去任何令人印象深刻的流动性，它冰冷的龙息也使它在战斗中成为不错的选择。无论你是去狩猎，战斗还是单纯的旅行，它都是一个很好的伙伴。",
Content/2282618189,"通称：
螳螂
物种：锥头螳螂
时代：全新世
食性：肉食性动物
性情：好战

野生

锥头螳螂是如此迷人而又可怕的存在。不仅是有记录的昆虫中，锥头螳螂已经进化出了一个可以抓握的手趾，允许它抓握并且使用工具，而且它还具有其他非人类物种无与伦比的智力水平。我甚至发现锥头螳螂模仿声音使当它和自己同类交流时，好像这种声音实际上是某种方言。

我很想深入研究这些互动，但近距离观察锥头螳螂是非常危险的。它的体型、智慧和从远处扑向猎物的能力意味着，一旦被发现，可能很快就会被群起而攻之。建议谨慎行事。

家养
尽管危险，成功驯服一只锥头螳螂是大有好处的。它独特的爪子让它能在战斗中使用例如枪或矛这样的作战武器，或者使用工具收集资源，这使得它就像一个致命的坐骑或者步兵和一种高效采集机器。
",
Content/1273355552,"通称：
驼峰兽
物种：莫雷拉角龙
时代：白垩纪早期
食性：草食动物
性情：被动


野生
莫雷拉角龙似乎是莫雷拉齿龙和角龙二者的亲戚，它本身就是很奇怪的动物。最重要的是，它已经进化出骆驼一样的利用驼峰储水的能力。这使得它在沙漠食物链中成为了一个重要的部分，因为它既给掠食者提供食物，又提供了水份。

家养
当幸存者们发现如何汲取莫雷拉角龙驼峰中的水分而不伤害它时，这种温顺的动物一下子变成了这片荒漠中必不可少的动物。它不仅拥有很好的负重能力，而且它还可以为幸存者们提供一个大的，移动的水源，这就意味着生命和死亡之间的差异在任何既定的旅程。由于莫雷拉角龙只有限的力量当它们自卫时，所以我不建议将莫雷拉角龙投入战斗。无论如何，幸存者们都不应该忘记让莫雷拉角龙每时每刻都处于安全的情况下，这样他们就会发现这种生物是一种珍贵的伙伴。
",
Content/2782295967,"通称：
凤凰
物种：未知
时代：未知
食性：嗜食火焰
性情：难以捉摸


野性
在所有飞行生物中，凤凰是最神秘的，人们对它的了解大多存在于世代相传的传说中。这些神话往往随着时间的流逝而改变，但不变的是火代表的净化和重生。凤凰用自身体现了这一永恒的生死循环的过程。也许是沙漠中的极端热浪塑造了凤凰, 而这所谓的""超级炽热"" 的终结也会使万物回归尘土.  然而, 凤凰对大多数野生动物有着自相矛盾的态度. 但如果受到挑衅，它必会用满载怒火的噬咬烧毁敌人. 

家养：

试图驯服凤凰这一行为从字面上来讲就是在玩火。凤凰必须不断地被燃烧才能被驯服。我见过很多人在这种尝试中变成了灰尘和灰烬。凤凰被驯服后，它变回涅槃重新恢复活力。虽然它的紧凑尺寸使凤凰无法被骑乘，但它极具侵略性的火焰已被证明在战斗中是无价的。此外，它还可以在任何时候迅速烤出美味的熟肉和提炼原矿石，可谓是一个活着的精炼炉。",
Content/3753561384,"通称：
劫掠犬
物种：地狱魔犬
时代：未知
食性：肉食性动物
性情：好战

野生

要是放别的地方，劫掠犬的强大力量，邪恶的利爪以及面目可憎的表情理应让它成为地方一霸。但是在畸变的世界里，这太常见了，犬形掠食者在这个世界里最多也就在食物链中层。

即便如此，它还是个有着非凡适应性的聪明的猎人。例如，它以及学会利用人类作为旅行工具拉建的缆线，这些都是劫掠犬所独一无二的特点。


家养
劫掠犬强壮的四肢为幸存者们提供了一种有效的坐骑选择，尤其是在长距离旅行方面。而和其他生物相比，劫掠犬的爆发力，耐力和爬藤能力(不管是自然的藤蔓还是人工的揽绳)让它成为卓越的旅伴。",
Content/56723787,"通称：
岩石巨人
物种：岩石巨人种
时代：未知
食性：矿物质
性情：领地性极强


野生
我从来没有见过任何一种生物类似岩石巨人(Colossus petram)一样。这是一个没有任何生物或历史的先例。其最近的亲属只存在传说中类似于布拉格的傀儡。这使得它更危险，哪个幸存者会乐意看到一块看似平淡无奇的石头突然被人赋予生命，并且攻击他们？幸亏岩石巨人的巨大尺寸让它们移动缓慢，所以我建议幸存者如果看到他们，马上离开。
岩石巨人在休眠状态下通过缓慢的吸收附近的矿物来维持生命，这就意味着它的身体含有大量的金属。如果不受干扰，它可以无限长眠，但是如果有无意侵犯的来犯之敌，它会毫不犹豫的予以还击。孤高傲冷，岩石巨人向来喜欢独居，甚至当同类遭受攻击它也只会冷眼旁观。

家养
如果排除万难驯服一头岩石巨人，那么它绝对是一笔宝贵的财富，尤其是将其投入攻城战。只有穿甲弹或者爆炸物能够对它产生有效的伤害，而它也能够轻易地粉碎一切石头构成的建筑。",
Content/204704532,"通称：
雪鸮
物种：雕鸮种
时代：后全新世
食性：肉食性动物
性情：好战


野生
雕鸮的发现是一个意外的惊喜。鸮类一种十分成功的生物，但它们中的大部分并没能够从种族自身的灭绝中幸存下来。目前我们从未见过它们远离冻土带，我推测方尖碑可能是它幸存下来的关键。

显然，雕鸮是现代鸮类的后代，它和它的小祖先们有着许多共同的特征。如，它能够排出丸状的粪便，而这些粪便能够作为极好的资源；它们宽大的翅膀能够帮助它们在长时间的飞行中节省体力并减少噪音。它们甚至连狩猎的方式都未曾改变：俯冲向地面，用强有力的爪袭击猎物。

此外，这些利爪还能够分泌一种具有高冰点的化学物质冻结它们猎物的行动能力，它们甚至还能在广阔的天空中释放这种物质，从而冻结其他敌人。

家养
　凭借其高速飞行能力和致使敌人冻结的攻击，雪鸮成为了优秀的单兵坐骑和侦察机。后者是因为其优异的视觉加以辅助，它能够通过它的触角与骑手共享视觉。这样能够帮助骑手更容易地识别敌我，还能够更轻易地寻找到元素矿脉，就算那些元素埋藏在地下数尺也能被轻易发现。
",
Content/3240543247,"通称：
棘蜥
物种：棘蜥种
时代：全新世
食性：肉食性动物
性情：好战

野生
虽然幸存者们都把这些巨大的爬行动物称为棘蜥，但我认为，棘蜥最接近的已知亲属是澳洲魔蜥。除了体型上的明显差距外，棘蜥与其较小的亲戚之间的大部分区别在于其刺。

这些刺不是它的皮肤永久的一部分，棘蜥背上生长的倒刺更像是可以在脱落之后重新生长的豪猪刺。事实上，它甚至能够通过从它的尾巴发射这些刺来达到一种自我防御的目的，检查这些发射出去的棘刺显示，它们曾被涂抹过一种致命的毒药。

家养
管身上生有危险的刺，棘蜥还是证明自己是一种在间接打击方面出色的坐骑。棘蜥的远程攻击可以肆虐一场激战，特别是其他正在受到敌人的注意的生物。为了自己的安全，一定要使用合适的鞍，而安装或拆卸使用鞍的时候需要非常谨慎。而且棘蜥在收集木材上效率喜人. 给它套上鞍便可以把它当成一个移动的工作台.",
Content/3574632936,"通称：
棘面龙
物种：棘面龙种
时代：后全新世
食性：肉食性动物
性情：好战

野生
棘面龙栖息在城市废墟外围的荒漠中，我觉得挺应景的，因为它的长相正像是长了几株仙人掌一样。

　　由于它们非主流的面部器官，我建议大家密切注意它们。当面部肉鳍收起来时，棘面龙看上去更像是只会张牙舞爪的普通兽脚类恐龙，然而，当它像伞一样张开时，棘面龙能够迅速地朝前方喷射刺状物体。尽管如此，这种状态下它们的行动能力会大大降低，直到最终消耗殆尽。

　　因此, 棘面龙有时更愿意会在发射时旋转自己的身体, 使它能够在原地防御每个角度。


家养
鉴于这种多才多艺的使用价值，棘面龙在大多数情况下都很适合作为一个优秀的单兵坐骑，尤其是在防守据点时，它能像一台转轮机枪一样喷射棘刺。但当你想要轻拍它的头庆祝时，千万要留心。被自己的战宠误伤十分尴尬。",
Content/659524420,"通称：
秃鹫
物种：兀鹫
时代：更新世早期
食性：肉食性动物
性情：温顺

野生
兀鹫看上去似乎是原产于撒哈拉、萨赫勒和内盖夫沙漠的沙地的垂面秃鹫的近亲. 。与它们一样，它也是一种腐肉鸟，以其他动物的腐烂尸体为食，只有在保卫自己的食物时才有攻击性。因此，幸存者应该注意看到一群兀鹫再上空盘旋时，这就意味着一只濒死的生物或一场血腥的战斗可能会在地上的某个地方。

家养
尽管它有一对令人印象深刻的翅膀，兀鹫仍然不适合作为一群动物，但是它们令人惊讶的轻。一些幸存者甚至可以让一只被驯服的兀鹫在他们的肩膀上休息。

　　有趣的是，兀鹫能够将一些肉存储在一个单独的能使肉腐烂加速的胃里。一旦腐烂，兀鹫把这些肉反刍出来。",
