key,source,target
Content/2597109103,Caroling,
Content/2111835952,Caroling Emote,
Content/3062790856,Carried Structure Is Repairing!,
Content/2898590940,Carried target is trying to struggle free!,
Content/2365425942,Carrion,
Content/822466547,Carver Rock,
Content/967024496,Castle Sector,
Content/905281741,Castle of the Swamp,
Content/1384149041,Castoroides,
Content/1042433839,Castoroides Dossier,
Content/4251950154,Castoroides Saddle,
Content/116698554,Castroides Dossier,
Content/1848649351,Casun,
Content/1799422875,Casun Islets,
Content/2073499263,Catapult,
Content/1332065107,Catapult Turret,
Content/1858983929,Catch Some Fish!,
Content/2726293257,Catch The Most Fish! (Weight),
Content/1430564495,Catch fish!,
Content/3453634810,Catwalk,
Content/1422578698,Caught The Most Fish,
Content/4225131950,Caught in Cyclone Current,
Content/3815457142,Caught in a web,
Content/2066502106,"Cause and effect is the way of the universe. Everything must start somewhere. In the case of the System, this is where it was born. You will fall right into its cradle.

Together, the sanctuaries and the Obelisks that power them are the ancestor of every island that floats in the sky. They can all can trace their origins back to this single prototype. Though it is flightless, the core principles and technology behind it are the same.

In a way, that makes it your ancestor too. You were all born within the System, after all. Even if your design is somewhat altered, in a way, you're all its children.

One could say that when you fall, it will be something of a homecoming. In more ways than one.",
Content/870603687,CauseVd,
Content/2297505523,Causes Cryo Sickness to dinos summoned,
Content/637267369,Causeway of the Ancients,
Content/1044231708,Cave,
Content/3601247042,Cave Armor,
Content/1874787320,Cave Armor - Tier 1,
Content/2097894422,Cave Armor - Tier 2,
Content/3317117811,Cave Armor - Tier 3,
Content/1482689482,Cave Armor - Tier 4,
Content/418607759,Cave Crab Egg,
Content/457720222,Cave Saddles,
Content/1390896144,Cave Saddles - Tier 1,
Content/1079167998,Cave Saddles - Tier 2,
Content/4176391323,Cave Saddles - Tier 3,
Content/1698272290,Cave Saddles - Tier 4,
Content/1206994709,Cave Weapons,
Content/3010038380,Cave Weapons - T1,
Content/2715559298,Cave Weapons - T2,
Content/425738983,Cave Weapons - T3,
Content/292496321,Cave Weapons - Tier 1,
Content/64654383,Cave Weapons - Tier 2,
Content/3144084298,Cave Weapons - Tier 3,
Content/649188339,Cave Weapons - Tier 4,
Content/3900129805,Cave Wolf (1-2),
Content/618480275,Cave Wolf (1-3),
Content/773344138,Cave Wolf (1-4),
Content/448276648,CaveWolf,
Content/3951875351,CaveWolf (1-3),
Content/4202632171,Caverns of Lost Faith,
Content/2491743218,Caverns of Lost Hope,
Content/2385199027,Caverns of Time,
Content/1078501429,Ceiling,
Content/3772933743,Ceiling Door,
Content/3405189762,Ceiling Doorway,
Content/3688658928,"Celebrate a holiday with sparkles! When applied to a Torch, can also be placed as a Wall Torch.",
Content/2472544248,Cementing Paste,
Content/3191848656,Center,
Content/3147319624,CenterNode,
Content/1200847656,Central,
Content/4010879623,"Central Canyons, 65% W",
Content/2234250280,Central Cave,
Content/3965361091,"Central Dunes, 100% W",
Content/2603597470,"Central High Desert, 20% W",
Content/304233085,"Central Mountains, 85% W",
Content/2190492857,"Central Oasis, 40% W",
Content/342803853,"Central River, 100% W",
Content/2021424990,Chain,
Content/1112397303,Chain Bola,
Content/1950146422,Chain Bola!,
Content/3711338135,Chainsaw,
Content/560591096,Chalico (1),
Content/737557820,Chalico (1-3),
Content/96369310,Chalico Sit Buff,
Content/3089677834,Chalico consumes fodd and water at half the normal speed. It also recovers 2% health per second.,
Content/3482516962,Chalicotherium,
Content/2178285838,Chalicotherium (1-2),
Content/3499091426,Chalicotherium Dossier,
Content/940456464,Chalicotherium Saddle,
Content/1789560371,Chalk Hills Zone 1,
Content/2015308253,Chalk Hills Zone 2,
Content/3231927992,Chalk Hills Zone 3,
Content/796129544,ChalkGolem_Character_BP,
Content/4133613814,Chamber 1,
Content/3839123224,Chamber 2,
Content/1550334077,Chamber 3,
Content/3730194930,Change Auto-Frighten in Turret Mode From: {currentMode},
Content/2310498932,Change Filter To Both Dinos and Humans,
Content/1610344944,Change Filter To Only Dinos,
Content/3686477516,Change Filter To Only Humans,
Content/98495563,Change Radar Filter,
Content/1106242896,Change Weapon,
Content/890808181,Change range from {0},
Content/1903871757,Character Name,
Content/1751697340,Character Preset 1,
Content/2523846430,Character Presets,
Content/1456264228,CharacterActionWheel,
Content/2294449264,Charcoal,
Content/3864138492,Charge,
Content/3281843994,Charge Battery,
Content/2169201072,Charge Capacity,
Content/2643904919,Charge Emission Range,
Content/2979165569,Charge Lantern,
Content/4129220303,Charge Node,
Content/1237228426,Charge Regen,
Content/2488326214,ChargeEmitterSocket,
Content/2373060696,ChargeLantern_Structure,
Content/3150546622,ChargeLantern_Weapon,
Content/2539302418,Charged!,
Content/1926883614,Charnel Spring,
Content/1234502207,Charred Creak,
Content/1292784046,Chasing the White Whale,
Content/3797394874,"Chat <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/bumper_left.bumper_left""/> + <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/button_back.button_back""/>

Toggle Fists <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/bumper_left.bumper_left""/> + <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/dpad_up.dpad_up""/>

Drop Dragged Body <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/trigger_right.trigger_right""/>",
Content/2164474194,"Chat <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/switch_button_L.switch_button_L""/> + <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/switch_button_minus.switch_button_minus""/>Toggle Fists <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/switch_button_L.switch_button_L""/> + <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/switch_button_R.switch_button_R""/>Drop Dragged Body <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/switch_button_ZR.switch_button_ZR""/>Order Move-To <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/switch_button_L.switch_button_L""/> + <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/switch_button_dpad_up.switch_button_dpad_up""/>Order Attack Target <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/switch_button_L.switch_button_L""/> + <img src=""ImageStyle.Default"" path=""/Game/PrimalEarth/UI/GamePadElements/switch_button_dpad_down.switch_button_dpad_down""/>",
Content/1804007684,Chat: ,
Content/1116436822,Cheaper by the Pack,
Content/2663234520,Cheat Correction{0},
Content/550001088,Cheat SetBerzerk {0},
Content/2708771186,Cheat Summon Ascensionteleporter_easy_c,
Content/2810522423,Cheat Summon Ascensionteleporter_hard_c,
Content/4215424378,Cheat Summon Ascensionteleporter_medium_c,
Content/338419111,Cheat Summon bossteleport_twobosses_DragonManticore_c,
Content/3193168351,Cheat Summon bossteleport_twobosses_DragonManticore_hard_c,
Content/1787670954,Cheat Summon bossteleport_twobosses_DragonManticore_medium_c,
Content/2264131028,Cheat Summon bossteleporter_Twobosses_spidergorilla_c,
Content/2563577151,Cheat Summon bossteleporter_dragon_easy_c,
Content/2654777210,Cheat Summon bossteleporter_dragon_hard_c,
Content/2759312621,Cheat Summon bossteleporter_dragon_medium_c,
Content/1639530316,Cheat Summon bossteleporter_gorilla_easy_c,
Content/1732805897,Cheat Summon bossteleporter_gorilla_hard_c,
Content/955402679,Cheat Summon bossteleporter_gorilla_medium_c,
Content/3476982801,Cheat Summon bossteleporter_manticore_easy_c,
Content/3385800276,Cheat Summon bossteleporter_manticore_hard_c,
Content/737083146,Cheat Summon bossteleporter_manticore_medium_c,
Content/2004459641,Cheat Summon bossteleporter_rockwell_c,
Content/3875838943,Cheat Summon bossteleporter_rockwell_hard_c,
Content/102607674,Cheat Summon bossteleporter_rockwell_medium_c,
Content/547260776,Cheat Summon bossteleporter_twobosses_spidergorilla_hard_c,
Content/3450337421,Cheat Summon bossteleporter_twobosses_spidergorilla_medium_c,
Content/2196631571,Cheat Summon ex_bossteleporter_desert_c,
Content/2611026786,Cheat Summon ex_bossteleporter_forest_c,
Content/799214979,Cheat Summon ex_bossteleporter_snow_c,
Content/1898173844,Cheat summon bossteleporter_spider_hard_c,
Content/573676699,Cheat summon bossteleporter_spider_medium_c,
Content/356491457,Cheat summon bossteleporter_threeboss_easy_c,
Content/332274308,Cheat summon bossteleporter_threeboss_hard_c,
Content/771190435,Cheat summon bossteleporter_threeboss_medium_c,
Content/1084715789,"Check out the new Missions menu in your Inventory screen, right next to the Explorer Notes.",
Content/907721033,Cheer,
Content/3192366779,Chemistry Bench,
Content/2351558104,Cherry Tree Lake,
Content/2846219833,Chest,
Content/1156897102,Chest Beat,
Content/164301073,Chest Skin,
Content/3595668634,Chibi Party Rex,
Content/4243572284,Chibi-Achatina,
Content/3511751238,Chibi-Allosaurus,
Content/2409054143,Chibi-Amargasaurus,
Content/1974120067,Chibi-Ammonite,
Content/3764377691,Chibi-Animated Series Raptor,
Content/943506612,Chibi-Ankylosaurus,
Content/3741838581,Chibi-Archaeopteryx,
Content/968013362,Chibi-Argentavis,
Content/4100700319,Chibi-Astrocetus,
Content/2541150005,Chibi-Astrodelphis,
Content/2899319337,Chibi-Baryonyx,
Content/1125084655,Chibi-Basilisk,
Content/2488644327,Chibi-Beelzebufo,
Content/2122262631,Chibi-Bloodstalker,
Content/401408781,Chibi-Bonnet Otter,
Content/5439933,Chibi-Brontosaurus,
Content/3134369737,Chibi-Broodmother,
Content/2451099555,Chibi-Bulbdog,
Content/965102058,Chibi-Bunny,
Content/1125995783,Chibi-Carbonemys,
Content/311928971,Chibi-Carno,
Content/2644099507,Chibi-Castroides,
Content/2407087347,Chibi-Cnidaria,
Content/1196798574,Chibi-Crystal Wyvern,
Content/221757608,Chibi-Daeodon,
Content/2597669248,Chibi-Deal With It Dodo,
Content/2628902088,Chibi-Deinonychus,
Content/1873435361,Chibi-Dilophosaur,
Content/926385148,Chibi-Dino,
Content/1083407705,Chibi-Dinopithecus,
Content/1677418397,Chibi-Direbear,
Content/1372356973,Chibi-Direwolf,
Content/1237990100,Chibi-Dodo,
Content/1767415569,Chibi-Doedicurus,
Content/2437022182,Chibi-Dunkleosteus,
Content/2925452791,Chibi-Easter Chick,
Content/1509981628,Chibi-Enforcer,
Content/1058350869,Chibi-Equus,
Content/3112653248,Chibi-Featherlight,
Content/1695826431,Chibi-Ferox (Large),
Content/2339257769,Chibi-Ferox (Small),
Content/3108198592,Chibi-Festive Noglin,
Content/145009293,Chibi-Gacha Claus,
Content/3281282273,Chibi-Gallimimus,
Content/1892749484,Chibi-Gasbag,
Content/293042881,Chibi-Ghost Basilisk,
Content/62166595,Chibi-Ghost Direwolf,
Content/420814818,Chibi-Ghost Mantis,
Content/3926109629,Chibi-Ghost Rex,
Content/803616356,Chibi-Giganotosaurus,
Content/2461597625,Chibi-Gigantopithecus,
Content/2719314741,Chibi-Gigantopithecus Chieftan,
Content/391670789,Chibi-Glowtail,
Content/210089399,Chibi-Griffin,
Content/3016269866,Chibi-Iguanodon,
Content/1206989233,Chibi-Jerbunny,
Content/2888164808,Chibi-Kairuku,
Content/234696968,Chibi-Kaprosuchus,
Content/2857508919,Chibi-Karkinos,
Content/2494452076,Chibi-Kentrosaurus,
Content/1847167186,Chibi-Lovebird,
Content/3138665078,Chibi-Maewing,
Content/862275882,Chibi-Magmasaur,
Content/1853812771,Chibi-Mammoth,
Content/3037228420,Chibi-Managarmr,
Content/265886017,Chibi-Manta,
Content/2066812859,Chibi-Mantis,
Content/891203541,Chibi-Megalania,
Content/2997184873,Chibi-Megaloceros,
Content/1638377678,Chibi-Megalodon,
Content/713521317,Chibi-Megatherium,
Content/2552071780,Chibi-Mesopithecus,
Content/3001777621,Chibi-Microraptor,
Content/1738972226,Chibi-Moschops,
Content/1338767210,Chibi-Noglin,
Content/635225668,Chibi-Onyc,
Content/1308311580,Chibi-Otter,
Content/2740718482,Chibi-Oviraptor,
Content/679354262,Chibi-Ovus,
Content/3803945870,Chibi-Paraceratherium,
Content/4291986254,Chibi-Parasaur,
Content/3076249227,Chibi-Pelagornis,
Content/2466554430,Chibi-Phiomia,
Content/3105574690,Chibi-Phoenix,
Content/1964345899,Chibi-Plesiosaur,
Content/427144884,Chibi-Procoptodon,
Content/2084174910,Chibi-Pteranodon,
Content/1484404109,Chibi-Pulmonoscorpius,
Content/70686071,Chibi-Purlovia,
Content/1689594682,Chibi-Queen Bee,
Content/3778086923,Chibi-Quetzal,
Content/1597627800,Chibi-Raptor,
Content/3411918457,Chibi-Reaper,
Content/742665242,Chibi-Reindeer,
Content/3902071260,Chibi-Rex,
Content/935821252,Chibi-Rhino,
Content/2623490284,Chibi-Rock Drake,
Content/2450146002,Chibi-Rock Golem,
Content/1771816203,Chibi-Rollrat,
Content/1487509855,Chibi-Sabertooth,
Content/1767118463,Chibi-Sarco,
Content/3821264427,Chibi-Seeker,
Content/4005560116,Chibi-Shadowmane,
Content/581820302,Chibi-Shinehorn,
Content/2709237738,Chibi-Sinomacrops,
Content/3846890357,Chibi-Skeletal Brontosaurus,
Content/425340353,Chibi-Skeletal Carno,
Content/3598173732,Chibi-Skeletal Giganotosaurus,
Content/1615524341,Chibi-Skeletal Jerboa,
Content/1508126464,Chibi-Skeletal Quetzal,
Content/2783497249,Chibi-Skeletal Raptor,
Content/3626682827,Chibi-Skeletal Rex,
Content/36534836,Chibi-Skeletal Stego,
Content/2380271081,Chibi-Skeletal Trike,
Content/160124516,Chibi-Skeletal Wyvern,
Content/4240002528,Chibi-Snow Owl,
Content/3348424019,Chibi-Spino,
Content/1891045343,Chibi-Spring Shinehorn,
Content/165740414,Chibi-Stego,
Content/118074791,Chibi-Straw Hat Otter,
Content/4294860275,Chibi-TEK Raptor,
Content/1790672666,Chibi-Tapejara,
Content/628900759,Chibi-Terror Bird,
Content/3857067105,Chibi-The Witching Owl,
Content/2132933968,Chibi-Therizino,
Content/3453234998,Chibi-Thorny Dragon,
Content/10700827,Chibi-Thylacoleo,
Content/2251131043,Chibi-Trike,
Content/1711826771,Chibi-Troodon,
Content/1509967051,Chibi-Tropeognathus,
Content/1261198987,Chibi-Tusoteuthis,
Content/384862587,Chibi-Unicorn,
Content/4021620258,Chibi-Velonasaur,
Content/3169243446,Chibi-Voidwyrm,
Content/4082786269,Chibi-Wyvern,
Content/2734307817,Chibi-X-Sabertooth,
Content/2402403066,Chibi-Yutyrannus,
Content/1543727744,Chibi-Zombie Wyvern,
Content/1544005127,ChibiDinos,
Content/74306219,ChibiDinos1,
Content/383286597,ChibiDinos2,
Content/1028517920,ChibiDinosAll,
Content/3896656179,ChibiDinosFE,
Content/4220973829,ChibiDinosRare_Turkey,
Content/4188109374,Chibis,
Content/871415428,Chickkenlizardd,
Content/1160602217,Chieftan Hat ,
Content/2990237489,Chili Helmet,
Content/3103243616,Chitin,
Content/1597831213,Chitin Boots,
Content/2133775597,Chitin Chestpiece,
Content/582890247,Chitin Gauntlets,
Content/4198466426,Chitin Helmet,
Content/1489043677,Chitin Leggings,
Content/1874467894,Chitin/Keratin,
Content/1850729927,ChitinPaste,
Content/4273419299,Chocolate Rabbit Club,
Content/4164855713,Chonky Point,
Content/2445222360,Choose Your Own Adventure,
Content/3863665471,Choose the correct path to proceed,
Content/4262490230,Chr,
Content/677120864,Christmas Bola,
Content/2314628732,Chupacabra,
Content/3127093051,Ciaphas,
Content/935951636,Ciaphas Cain,
Content/596449708,CinematicSpline,
Content/2219678064,Circuit Chase,
Content/3631826698,Circuit Malfunction!,
Content/582509199,Citronal,
Content/1343275227,Citronal Seed,
Content/1624977336,City,
Content/2402536902,City Kiosk,
Content/1324372651,City Terminal,
Content/14806394,CityTerminal,
Content/3203963959,Claim,
Content/214847922,Clap!,
Content/2011290091,Claw Valley,
Content/1729077122,Claws,
Content/3424872423,Clay,
Content/756937509,Clear the Control Room,
Content/180892556,Clever Artifact,
Content/488681676,Client Network Bandwidth:,
Content/3067445092,Cliff,
Content/19155640,Cliffs of Past,
Content/869583533,Climb aboard a Woolly Rhino and race across the frozen plains in the most watched race on Genesis.,
Content/3187938308,Climb up and hang from nearly any surface with these!,
Content/2402629218,Climbing,
Content/2080980815,Climbing Pick,
Content/2374439592,ClimbingIKSocket_Back_Bottom,
Content/3923188723,ClimbingIKSocket_Back_FloorOverride,
Content/4022495868,ClimbingIKSocket_Back_Top,
Content/2283546423,ClimbingIKSocket_Back_Top_Mid,
Content/4027312182,ClimbingIKSocket_Front_Bottom,
Content/3987115232,ClimbingIKSocket_Front_FloorOverride,
Content/1519643665,ClimbingIKSocket_Front_Top,
Content/3562184032,ClimbingIKSocket_Front_Top_Mid,
Content/1351674459,ClimbingStrafeLeft,
Content/2313663853,ClimbingStrafeRight,
Content/1038945031,Cloaked,
Content/610039301,Cloaked in shadows.,
Content/3285512850,Cloaking Requires Mate Boost On Shadowmanes,
Content/1822854602,Cloning Chamber,
Content/4217233804,Cloning {s}... {t},
Content/2131118629,Close,
Content/2276039649,Cloth,
Content/1153285022,Cloth Boots,
Content/4259648245,Cloth Gloves,
Content/392828181,Cloth Hat,
Content/3583171827,Cloth Pants,
Content/2288011094,Cloth Shirt,
Content/3552680143,Clothing,
Content/1861742266,Clown Mask,
Content/1172795018,Cluster Grenade,
Content/2973476778,Cnidara,
Content/252611177,Cnidaria,
Content/1354604600,Cnidaria (1),
Content/3445333005,Cnidaria Dossier,
Content/3386029257,Cnt_Chest_000_JNT_SKL,
Content/1045755667,Cnt_Spine_001_JNT_SKL,
Content/3485751416,Cnt_Spine_003_JNT_SKL,
Content/4069554926,"Coach always said that the key to being a good running back is following your blockers, and my bro Imamu here? He's like my lead blocker, a real stud fullback. Sticking with him's the only reason any of us made it past day one in the this place, man.

He's got all this shit figured out. If we find the rest of these alien artifact whatevers, that terminal Boris found will open up a door, and we're outta here. Don't know how he knows all that. Dude's just a straight genius.

We're gonna start by checking out those buildings I spotted this afternoon. At least they looked like buildings, but who would have built them? No way anyone would live in this batshit crazy place.",
Content/3698987706,Coal,
Content/892606689,CoalAndMistleToe,
Content/2322362668,Coastal Redwoods,
Content/4066729749,Coccooned!,
Content/2115940118,Cocooned,
Content/472278845,Code Cracked... Get To The Teleporter,
Content/2846151194,Code Red,
Content/2469185644,Code-Key,
Content/2400078753,Code-Keys Carried,
Content/398974957,Code-Keys Deposited,
Content/3357252684,Codebreaker,
Content/1232214024,Coel (1-3),
Content/2401046927,Coel (1-5),
Content/1622846714,Coel (2-3),
Content/323605178,Coel Three To Five,
Content/1716905276,Coelacanth,
Content/63946154,Coelacanth (1-5),
Content/190538132,Coelacanth Dossier,
Content/198195846,Coelacanth**,
Content/2194354052,Cold,
Content/1226877765,Cold Amarga Spike,
Content/1718424770,Cold Eye Ridge,
Content/1009276905,Cold Point Drop,
Content/3416295898,Cold Resist,
Content/3215536412,Cold-weather,
Content/2311807669,Cold-weather Boots,
Content/2487112712,Cold-weather Gloves,
Content/1636598992,Cold-weather Hat,
Content/417596888,Cold-weather Pants,
Content/1159110269,Cold-weather Shirt,
Content/588325680,Cold-weather gear,
Content/553384858,Coldwater (Easy),
Content/1406697353,Coldwater Hollow,
Content/3071347826,Collapsed Drill,
Content/3159826618,Collect,
Content/62021566,Collect Items,
Content/3865867766,Collect all items to proceed,
Content/2757906525,Colonist Group 1327,
Content/1390274361,Colonist Group 1327 ,
Content/2801052671,Color Sequences,
Content/645105590,Color Sequences and Air Supply Repair,
Content/2327324879,Color Towers,
Content/3591022403,Color{0},
Content/1936772999,Colossal Titan,
Content/1610125578,Colossal Titan Health,
Content/3663497630,Common,
Content/707163794,Common Mushroom,
Content/2616088418,"Common Name: Amargasaurus
Species: Amargasaurus Titanicus
Time: Early Cretaceous
Diet: Herbivore
Temperament: Aggressive

Wild
Of all the creatures in the sauropod family, Amargasaurus titanicus is likely the most unique in appearance. It sports two parallel rows of dorsal spines down the length of its neck, back, and tail--though the neck spines are significantly longer than the back or tail spines. These spines are a remarkable adaptation, giving Amargasaurus unmatched control of its body temperature. Made even more marvelous by their time on this ARK, their spines store both extreme heat AND extreme cold, effectively allowing Amargasaurus to live comfortably in any environment. Its sails also make it an abnormally capable swimmer, for a sauropod. Unlike most sauropods, Amargasaurus is very prone to violent aggression, attacking most predators (and humans!) on sight. I suspect this behavior developed alongside the dangerous spines it uses as weapons.

Domesticated
Once finally tamed, it's no surprise that Amargasaurus' regenerating spines can be put to potent use. If removed early, their thermal storage becomes erratic, which is perfect for catalyzing sap extraction in large trees. Some tribes, inevitably, have adapted this thermal quirk for combat. By coaxing the Amargasaurus to eject a spine before it sheds naturally, the disruptive thermal waves which emanate from the spike can wreak havoc on nearby armor materials. Interestingly, simple armor is barely affected, while armors constructed of more complex attributes are rendered largely useless. Such a strange reaction, but then, little about this particular ARK seems sensible to me.",
Content/156785087,"Common Name: Andrewsarchus
Species: Andrewsarchus mongoliensis
Time: Middle Eocene
Diet: Omnivore
Temperament: Opportunistic

Wild
Andrewsarchus is a beast that’s full of surprises. These ungainly creatures might seem sluggish while foraging for a meal, but they can move unexpectedly fast when provoked. Like certain other whippomorphs, Andrewsarchus will aggressively defend its territory against interlopers.

With some distance between you, it may be possible to dodge a charging Andrewsarchus -- they don’t exactly turn on a dime. Just don’t expect a river or lake to protect you from one. As long as its feet can reach bottom, Andrewsarchus will plow its way right through deep water.

These scavengers will tear into just about anything if hungry, but they’ve got a bit of a sweet tooth. I've seen many an agitated Andrewsarchus pacified by some honey.

Domesticated
Once tamed, Andrewsarchus is a reliably fast beast of burden, as long as you don’t need it to take any corners at full speed. Its density in water also makes Andrewsarchus ideal for searching ocean floors for pearls, since it sinks so readily to the bottom.

The preferred saddle design includes a mounted minigun to target foes, while the driver stays safe inside their airtight armored enclosure. Though a fully-armored Andrewsarchus can't absorb as much damage as some of the ARKs' larger creatures, it still excels at harassing them.",
Content/2344219029,"Common Name: Carcharodontosaurus
Species: Carcharodontosaurus medicupestis
Time: Late Cretaceous
Diet: Carnivore
Temperament: Aggressive

Wild
I feel lucky to have crossed paths with Carcharodontosaurus medicupestis and lived to tell the tale. Though I’m not sure if this predator grows bigger than a Giganotosaurus, I hope never to find out. Just one of these bruisers held its own against an army of us, and that encounter cost us dearly.
 
Carcharodontosaurus can sweep aside attackers with its tail, but it’s the other end you’ll really want to avoid. It has teeth like steak knives, set in jaws strong enough to shred most prey. Even a near-miss will carve you up, but good.
 
Like its namesake the great white shark, Carcharodontosaurus gets more dangerous once it tastes blood. Each kill seems to give these monsters a rush and drive it into a berserker frenzy.
 
Domesticated
Anyone that manages to tame a Carcharodontosaurus will gain a new way to rally their tribe for battle. There’s something about this monster’s roar that drives others to fight — a war cry for Hell’s own army.
 
The more tactical tribes will let their Carcharodontosaurus tear through the mid-sized creatures in their enemy’s ranks, thereby building up its bloodrage to take on the largest threats. Talk about shock and awe!",
Content/2149689542,"Common Name: Desmodus
Species: Desmodus draculae
Time: Pleistocene
Diet: Sanguivore
Temperament: Aggressive

Wild
Even with all the other monstrosities around here, this fugitive from a Creature Double Feature deserves top billing. I mean, Dracula’s right there in its species name! And Desmodus has a shriek that’ll scare just about anything out of its way. It’s also shrewd enough to limit itself to victims that it can carry off into the night.

Although I’m not superstitious enough to advise stocking up on garlic and stakes before you decide to track down Desmodus for yourself, I’d still advise you to hunt these horrors out in the light and away from their caves – they seem uniquely adept at flying and hiding in those dark, narrow spaces.

Domesticated
Taming one of these beasties lets you add its eerie abilities to your arsenal. Use their unsettling scream to scatter your enemies. Command Desmodus to snatch up small prey for you. Let its uncanny power to vanish into darkness become your personal stealth mode.

Desmodus has blood thinner in its saliva, which drains prey of more blood than this vampire could ever digest. If you can stomach the excess blood and drained meat your vampire pet leaves behind, you might be open-minded enough to appreciate another of its unholy gifts: a 'sanguine elixir' that helps enthrall the most stubborn beasts.",
Content/965553820,"Common Name: Dinopithecus
Species: Dinopithecus anedmundius
Time: Pliocene - Pleistocene
Diet: Omnivore
Temperament: Aggressive

Wild
I believe Dinopithecus has been changed by ARK life. This species is definitely larger than any I remember from the fossil record. And these oversized baboons show a more pack-oriented behavior than I would've expected in their kind. Whole troops will organize around an alpha, and fall apart if that alpha is slain.

Though they seem to prefer a diet of fruit supplemented with the occasional bit of meat, Dinopitheci are opportunistic and will eat just about anything. They’re also excellent climbers -- I’ve seen them scramble up sheer cliff faces and leap between trees to scavenge food for their troop.

Dinopitheci will bare sharp teeth and toss well-aimed handfuls of their own excrement when provoked. Their feces is what really sets this species apart -- they’ve managed to weaponize a parasite in it that disables TEK! I feel like that parasite deserves its own dossier.

Domesticated
If you can manage to tame enough Dinopitheci, you’ll soon find yourself with a small troop at your disposal. Your mini-troop will organize around the strongest of your tames, their new alpha that can then direct them at a target with a shrieked battle-cry.

No need to saddle your tamed Dinopithecus to ride it -- it will make one for you using its own tail. Just hold on tight, and it will take you straight up walls and across ziplines.

In battle, your Dinopithecus will fling fecal projectiles, grenades, or a combination that I like to call EBM, for Explosive Bowel Movement.",
Content/1694165370,"Common Name: Fjordhawk
Species: Parabuteo veðrfölnir
Time: Mid-late Anthropocene
Diet: Omnivore
Temperament: Calculating

Wild
Most of the creatures I’ve encountered here have endured thanks to their great size, strength, or ferocity. But the fjordhawk gets by on its wits and by scavenging. The bird also seems to have an almost preternatural ability to predict and avoid danger. Fjordhawks follow predators (and survivors) from on high, watching for their moment to swoop in and snatch up an easy meal. 

Domesticated
Tamed fjordhawks are surprisingly playful, and their favorite game is fetch. Indulge your bird with this play and a bit of patience, and you’ll reap the rewards. Just point out a target, and your fjordhawk will fly off to retrieve it for you. A well-trained fjordhawk can locate injured prey and communicate its find to you.

These clever birds will bond with humans as wholeheartedly as any canine or primate, in a way uniquely suited to this time and place. If you should meet with some grave misfortune, your fjordhawk will immediately fly off with as many of your belongings as it can carry. As soon as you’re respawned by the ARK, your friend will track you down and return your equipment to you!",
Content/1963772336,"Common Name: Sinomacrops
Species: Sinomacrops Bondei
Time: Mid-Late Jurassic
Diet: Insectivore
Temperament: Docile… usually

Wild
Sinomacrops bondei is a friendly and curious little pterosaur. It may approach and investigate unfamiliar creatures, but Sinomacrops does spook easily. When threatened, it will unfurl its wings to reveal deimatic eyespots in an attempt to confuse or scare predators away. Still, Sinomacrops seems to be a highly intelligent creature that craves social interaction.

While it's normally curious and friendly, Sinomacrops' adorably oversized mouth turns into a deadly weapon at the slightest sight and smell of insects. Even alone, this cute little critter can take down insects far larger than itself. Unfortunately, this means that armor made from chitinous plates is going to trigger an attack response from the otherwise sweet-hearted pterosaur.

Domesticated
Taming a Sinomacrops is fairly straightforward (in theory) -- just feed them without scaring them. Once tamed, they absolutely love travelling with their humans, and prefer to cling to them whenever possible. 

Not only are they sociable, but they're fiercely protective once bonded. Any small creature approaching someone with a tame Sinomacrops will be met with its flashing eyespots and  piercing shriek. That’s usually enough to stun an undersized interloper.

For such a small flier, Sinomacrops can carry surprisingly heavy loads. It can even support the weight of a fully-grown human adult, though it will struggle to gain altitude. Still, any creature companion that can double as a glider and parachute is invaluable for anyone traversing an ARK... as long as they bring plenty of snacks for their new friend.",
